,1.1.1,1.1.10,1.1.11,1.1.12,1.1.13,1.1.14,1.1.15,1.1.2,1.1.3,1.1.4,1.1.5,1.1.6,1.1.7,1.1.8,1.1.9,1.2.1,1.2.10,1.2.11,1.2.12,1.2.13,1.2.14,1.2.15,1.2.2,1.2.3,1.2.4,1.2.5,1.2.6,1.2.7,1.2.8,1.2.9,0.0.0,0.0,1.1,1.10,1.11,1.12,1.13,1.14,1.15,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.1,2.10,2.11,2.12,2.13,2.14,2.15,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9
1.1.15,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-18679.999958003697,-15053.996859069764,-15364.999999999995,-16227.990289395137,-16541.271328026447,-17619.92010697225,-12457.000000000002,-18590.939965087273,-14708.092940302351,-12830.999999999998,-15638.25871053522,-19887.634428099984,-15567.249023141907,-17912.990353003548,-16480.085303317992,-13162.79655654803,-14365.900997603165,-11922.000000000002,-13644.992651523105,-12049.999913671596,-19018.277054880535,-16146.753253341174,-11598.99999999999,-12007.506716622598,-14887.511794930084,-16495.655604054075,-16309.93497654006,-14398.503922492664,-12848.798473194725,-14521.999999999958
1.1.2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-10369.999999999995,-18277.984907051967,-11299.97339844008,-19249.134097226735,-18305.63813970088,-12498.268850268902,-10959.999749787139,-14534.41156846086,-10947.658275295491,-11418.869437309075,-11396.38748437213,-14613.886668058312,-12290.908530996001,-19563.50959018549,-18266.564724889817,-12337.301517406013,-17119.90895150115,-15254.570049483636,-10507.999999999867,-16539.054362587984,-14011.813918690928,-10025.999999999998,-13314.713531328789,-14630.621804567007,-18815.002896452963,-14572.093857868354,-13874.271406420561,-14663.726152945545,-15539.898504966874,-18599.55536218263
1.1.3,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-13360.215862716794,-17643.47927853115,-12253.945718544985,-16390.64735200977,-18300.085316787663,-12039.741767561298,-16885.44627681282,-19883.935789672196,-12116.758331054161,-11748.999997893041,-19691.917138573215,-10600.999999999998,-13330.216570679524,-13088.613708722178,-16815.24358332285,-10008.99999999999,-12908.00502225351,-10217.000000000002,-12042.712108965872,-11967.057832770812,-13341.606242017837,-18715.82012572645,-15881.118020340235,-11115.855262762761,-12612.870206804579,-16164.447856725352,-11932.463230244493,-16333.704249437018,-16953.43986100334,-13489.875063887604
1.1.4,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-15505.43503285165,-16472.829350038595,-15125.984671740916,-11216.999999999898,-16168.789706827976,-18751.288206676938,-17894.63673017937,-13190.999999830185,-15634.275710810934,-17234.81830650617,-15862.150529318105,-11027.999999999987,-10437.000000000002,-17116.701703173974,-17722.51458890327,-15078.8543624095,-10264.999999999995,-17640.124064873762,-14149.868951372098,-14108.365349494647,-17361.5855712685,-15805.777002575487,-16486.888687175062,-10153.99999999999,-18298.514461923656,-19796.081386280115,-17731.86153733384,-12089.99007615309,-13418.679215329494,-14456.983721873921
1.1.5,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-19695.458819960015,-16390.934653615455,-16534.99997804917,-16463.645781434265,-10677.999999999987,-11485.77759359807,-18183.94715145138,-14395.999381576687,-15227.690465864936,-14218.99999999999,-14727.911262929349,-16887.74941453382,-12356.271725126886,-15909.989421868688,-11377.000000000002,-11402.187952581646,-16124.638764354399,-15248.121799290215,-17853.926117517658,-11921.792236095125,-12253.99999999997,-18050.17976337279,-12532.999999999989,-13431.47139213434,-11192.999999999987,-11502.777264422642,-11040.999999999998,-19424.620351510832,-12262.999773232488,-13515.999999999998
1.1.6,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-11873.995338256585,-11094.997427880304,-12741.922574560946,-14054.929251195874,-14083.217869189757,-15477.78107946555,-17530.798012860658,-15616.58742830175,-10113.99999999999,-15537.75629827222,-19080.04398008025,-14589.099743718532,-13383.862891547118,-19352.22563262634,-12963.167259626156,-12901.901218963332,-10053.99999999999,-16222.44586717162,-18887.02618116979,-15728.46968085811,-16132.144680286521,-18365.44689062717,-17495.171639151224,-15917.877575522502,-16609.966960720256,-10328.99999999999,-10834.999999999915,-19205.598972017746,-10798.999999996868,-13010.93596140842
1.1.7,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-19625.999997434243,-19374.662353157433,-17923.999999999993,-16745.99999999998,-17349.9999999931,-18520.26551367687,-11169.999999999995,-16454.999999999978,-15169.482835092547,-19554.99999999999,-10263.99999999999,-15772.999999999989,-12765.966467313825,-19103.999946975888,-17376.914472476677,-11209.999999996391,-13477.196095323601,-13507.999999999989,-18173.99995460143,-19081.810988788446,-14961.99999999986,-14828.274887746644,-18435.999999999975,-13074.052543565509,-12012.000000000002,-16104.6881547011,-11822.999999999987,-18053.76215618293,-17326.679998913067,-16313.99999999999
1.1.8,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-18380.188556032623,-12282.873602646518,-18679.73631654991,-10270.999999999998,-18546.135603637144,-16980.35380048903,-15067.505892396992,-10629.999997881907,-12129.191511423987,-18885.88524118331,-17621.842991650108,-18459.40824738541,-12178.370892320669,-11318.923579191754,-11928.5653622396,-10115.999999999998,-12511.857905214252,-14584.374346184966,-15722.35690998536,-10381.511689153147,-10681.961672437827,-11209.725086876722,-14665.97961302038,-17460.42083670326,-10323.99999999999,-14859.624733733388,-14270.62094227648,-17763.36108624927,-15135.826755576632,-13888.924044441152
1.1.9,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-18036.452848009427,-13807.147995974337,-16310.864043763062,-17593.539953792784,-12386.380898259607,-19704.994069982902,-11071.886064357439,-11004.999990414677,-10017.000000000002,-19110.226314747528,-11000.483943902307,-15039.323471287798,-13068.863054596111,-13195.519198601214,-10359.999999999995,-14276.834521381355,-11295.243073481755,-16158.640489688845,-12407.441863812433,-10127.000000000002,-18302.25902563048,-12763.556464261435,-12694.041196740149,-10499.245515717143,-10442.000000000002,-19603.260892855476,-19885.990626454397,-11127.293492355773,-16400.573988426946,-17773.01295136175
1.2.1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-14409.999999999995,-15788.881555286456,-15567.000000000002,-15302.000000000002,-17261.628612677247,-17129.706960772935,-18796.99863252307,-18826.999344896147,-12906.907735466768,-14659.999999999995,-17804.495569282808,-15901.205218707055,-13386.48651673468,-14495.999999999998,-11379.999999999995,-10474.999999999995,-15997.506698230649,-18710.398102291372,-18973.80474937844,-12867.999999999989,-13008.99999999999,-14748.07923321392,-13918.99999999999,-12674.3706026852,-19970.151079835505,-13350.999930271879,-19069.998612662377,-11855.999999999998,-16552.902321066016,-13848.99999999999
1.2.10,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-11112.571655926631,-14426.835044404776,-10785.99618886576,-10386.999886580757,-12434.633010005373,-13730.313725195982,-12135.940268054152,-17109.590981018533,-12700.572100580486,-11337.989659353336,-14998.324237382452,-15091.245702473076,-12495.913811090128,-19967.469621987013,-17805.64350996335,-19912.49508802581,-10623.462414440815,-11492.91903402662,-10518.995870230841,-18128.587753945325,-17896.089306440546,-18665.681549918227,-15740.362745039043,-13983.159404301725,-14687.848854162028,-16261.041527051622,-10102.000000000002,-10089.999999999995,-18771.30958324704,-11995.900010359983
1.2.11,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-12542.999999999989,-14629.99978086415,-18563.999749744777,-16501.991112893676,-12754.99999997262,-14377.727732780939,-15487.000000000002,-12080.999999999998,-11178.99999993116,-18398.999999449756,-10652.999999999987,-15223.932562357506,-12252.598424044529,-13777.999999999989,-18448.364878578577,-11530.999999999998,-13738.000707843581,-15988.082404170347,-18429.577965818422,-11723.99999999999,-10349.999999999995,-14492.919972083218,-16961.99999484868,-10242.999999999987,-11942.999999999987,-15699.751684496849,-17322.037996874056,-19794.16162689007,-12191.999999950754,-18320.999999808937
1.2.12,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-13097.989248755435,-16854.826554799904,-12688.99999999999,-12354.999999999995,-11393.99999999999,-10008.99999999999,-18140.97198052962,-15522.996401350701,-15763.199143631673,-14024.999989005837,-10470.999999999998,-17235.686931051732,-16261.740913557944,-18236.910239659162,-14000.933364772673,-18788.175593734046,-12164.101632485252,-17466.03042464153,-11418.99999999999,-14007.422266513433,-12614.999999999765,-13102.264661807858,-14084.99552087491,-14332.355303700277,-13867.995589882375,-18106.129455853563,-13998.75604035359,-14026.339147013592,-17882.010392107055,-17161.997099590666
1.2.13,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-16505.44758088371,-10087.999999999987,-11448.99999999999,-13583.505061670112,-11711.999999999738,-14655.704232462675,-17049.93882372822,-14684.971998091592,-18459.323304477428,-12102.999999999987,-12950.521234429103,-16466.4017249763,-10174.999999999995,-13834.96381193889,-13667.73534296521,-14109.739691809518,-14039.844784566605,-14574.497193212761,-19608.04330027514,-10422.999999999987,-17645.79823896628,-13329.202417894156,-13094.9990473421,-13761.112571931828,-15338.759419436059,-15010.069684047963,-16578.47806351896,-12751.076797683441,-18999.722237870963,-18475.99850652857
1.2.14,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-16329.999999999995,-18113.999999712105,-18136.999999999985,-19914.983653150437,-16180.999999999998,-11002.000000000002,-15447.999999999989,-13123.99999999999,-14365.657323093823,-19692.99999999998,-13900.649946476966,-15455.99999953776,-14664.206682613714,-12459.999999999995,-16232.098528156592,-12872.86008043426,-12837.287084823289,-17177.384381898675,-17088.999999999993,-13781.289692736245,-12787.000000000002,-11529.999999816746,-17385.99999999998,-13694.281933831875,-16045.985365495124,-16870.238653468936,-16782.99999999999,-15772.999994677528,-14297.999955905743,-13017.000000000002
1.2.15,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-14088.50639540858,-18209.505314496324,-14046.821543614511,-10967.000000000002,-15909.871073745791,-19378.190795996943,-14783.075749254978,-19488.16704134147,-11521.164755862865,-13229.998811754176,-11883.094708395824,-11175.999999999998,-10153.99999999999,-18476.57479481354,-15744.75541322463,-18817.011746379834,-14529.1426157025,-14769.881206807418,-13494.258921422506,-14143.746996132622,-11425.999979192813,-15977.497237229105,-11904.999996746032,-16941.440977275062,-16482.509666872873,-19879.783049907273,-18934.886534619614,-16280.304441715823,-10384.999999999995,-16265.884740771415
1.2.2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-19081.999999996748,-15537.999961186142,-14937.000000000002,-15362.999999999989,-13900.999999999998,-11042.999999999987,-11715.999999999998,-18707.999879375217,-10642.999999999987,-17934.999999999978,-12305.591745649337,-15677.999995238624,-15188.685135818607,-19966.901724805313,-15872.818511113677,-12231.723905094072,-16034.654667228338,-14024.999999999558,-19508.93700063946,-13339.996907428866,-10949.999999999995,-16019.95244852609,-18156.999999933978,-12485.008494767082,-14677.999999999989,-16475.89492205337,-16766.999999999985,-19221.145705811658,-13173.999999999869,-17860.99999999998
1.2.3,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-12411.999999999618,-15353.798853764409,-15181.999194829265,-15435.228509367502,-12674.999999958525,-14688.563389200892,-18590.971285487343,-16510.99617230569,-13100.875217156576,-13582.000000000002,-16991.903803564335,-14982.26026309538,-13762.144304612242,-11253.99999999999,-10174.999999999995,-17846.45945740965,-10702.000000000002,-14498.772698281486,-11602.999999999987,-11135.999999999998,-17817.19851139668,-13704.86317686877,-18535.968189374395,-12137.202934390203,-13450.999853123878,-13973.246065852585,-14623.317368474,-17162.059950687966,-16811.34972502143,-18318.99990432557
1.2.4,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-16132.614336456576,-14844.982163981827,-19991.935440913618,-14336.657270301743,-17535.211196310025,-12933.173813861173,-16250.568350706684,-14030.779934422546,-19166.744250144795,-11447.000000000002,-10754.74829403866,-19921.893610328567,-13920.368387858534,-13310.946932723777,-17782.935049329382,-12769.746390382943,-12502.991410579078,-15095.101770245688,-14298.577998397008,-12882.675088324124,-19384.128024661837,-10199.999999999995,-16954.967669570513,-12286.460253192543,-19877.41334723657,-14564.556492783411,-17837.66886440175,-11016.925618160234,-10223.99999999999,-10397.999999999987
1.2.5,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-17981.0014004381,-17730.21648732486,-12372.000000000002,-17235.629172060308,-12579.99999999873,-12343.99999999999,-13361.999999787635,-10894.999999999995,-13954.535838706395,-16670.99999999998,-15561.767227711947,-14855.083330547126,-14796.858599591187,-14517.99998861938,-19295.817706964044,-10407.999999999987,-14273.96325243582,-14376.223421647437,-14594.305312342518,-14649.888329947296,-16327.762956411621,-12212.000000000002,-14500.999999877522,-12823.223930003709,-12498.999999999396,-12370.999999989715,-15649.217813656474,-12625.999964955898,-14108.513420084857,-12912.000000000002
1.2.6,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-12812.245070139084,-11187.924463644966,-11124.99965160528,-13257.33736571614,-11852.744985868572,-12253.96271844411,-10735.999999996893,-11579.999063953288,-14427.171157730561,-10672.000000000002,-15707.055129161066,-11565.578588285969,-11019.741470565574,-15657.978234056533,-17991.762340520127,-16197.519605180825,-10994.596885593835,-14143.156530904771,-10457.999999999987,-14254.150185603328,-10921.999420756505,-11462.704007277953,-11640.986892601115,-11076.816618174216,-17096.230943391456,-15555.522081821606,-18180.083468753724,-14140.558898890558,-12871.356120696179,-11652.998030621717
1.2.7,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-14760.883855048447,-17445.17686393504,-17172.931535997694,-16728.93807353629,-11767.9969687342,-13035.896528792815,-12430.999995805263,-17632.42178130052,-16997.07231312956,-17443.975751365575,-10112.999999999987,-13531.254148163218,-13368.216045063322,-14664.941534700185,-10282.000000000002,-19488.208650442997,-12998.176386539679,-18871.376070867333,-10332.000000000002,-15319.118051018771,-12630.93092413682,-15352.640840579292,-17048.85789234973,-12627.039923522147,-16236.650665278683,-10895.96712551312,-10222.999999999987,-17043.89522836612,-18983.360505766428,-18300.741666444304
1.2.8,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-14953.926398193942,-10577.999999999987,-15069.99999931306,-16253.187625761808,-18971.84186366703,-10154.999999999995,-15371.998106133773,-14966.999903496315,-16496.066203184437,-16827.999988127714,-14185.658605016895,-11931.999996738658,-11935.563703078737,-11067.000000000002,-18589.504881673227,-11269.934071456357,-14331.35218579073,-19079.598840027506,-17071.84482423296,-11161.670579628475,-17985.878566599782,-10467.000000000002,-13870.999999999998,-13321.719257438743,-14898.991084649868,-15714.763580028328,-11950.999930648493,-17589.13101444786,-12703.976341924297,-17512.99907120569
1.2.9,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-14562.999999999989,-17793.891876607868,-17270.99999999998,-10272.999999999987,-17454.989555175744,-12665.999999999998,-17644.999886229194,-17309.99999866374,-11867.000000000002,-18591.999999999996,-11012.999999999987,-17168.99987699815,-12989.85147479157,-15669.999999999995,-12234.999999999995,-15815.504141586294,-14214.787155420949,-19273.315102267756,-16042.999999989199,-15016.788022785338,-13584.999999999995,-13892.74853851481,-16893.999999999993,-10367.000000000002,-15841.999999999509,-14606.823664930347,-18461.99999230883,-17424.144072185798,-14310.999999935766,-17330.99999999998
